category,country,status,objective,campaign_id,campaign_name,brand_name,primary_KPI,currency,ad_group_id,start_date,end_date,media_platform,channel,ad_placement,ad_format,sem_keyword_type,age_groups,genders,retargeting,interest,audience_type,billing_type,billing_unit_cost, budget , actual_spend , impressions , clicks , ctr , views , vtr , opens , sessions , conversions , conversion_rate , revenue , roas 
Beauty,DE,completed,awareness,EL_VOGUE_2024_001,Winter Skincare Week with Vogue DE,Estee Lauder,sessions,EUR,EL_VOGUE_META_PR_1,2024-12-01,2025-01-10,Instagram,SOCIAL,Feed+Reels,video,,25-49,female,FALSE,winter_beauty,prospecting,cpc,0.71," 6,000 "," 6,000 "," 3,100,000 "," 48,000 ",1.5%," 1,450,000 ",46.8%,," 28,500 ", 715 ,2.5%," 67,148 ", 11.2 
Beauty,DE,completed,awareness,EL_VOGUE_2024_001,Winter Skincare Week with Vogue DE,Estee Lauder,sessions,EUR,EL_VOGUE_META_RT_1,2024-12-18,2025-01-15,Instagram,SOCIAL,IG/FB Feed+Stories,video,,25-54,female,TRUE,,retargeting,cpc,0.85," 3,000 "," 3,000 "," 1,150,000 "," 14,500 ",1.3%," 420,000 ",36.5%,," 9,600 ", 245 ,2.6%," 18,495 ", 6.2 
Beauty,DE,completed,awareness,EL_VOGUE_2024_001,Winter Skincare Week with Vogue DE,Estee Lauder,sessions,EUR,EL_VOGUE_GDN_PR_1,2024-12-10,2025-01-15,Google Display Network,DISPLAY,Responsive Display,image,,25-49,female,FALSE,glow_skin,prospecting,cpc,0.28," 4,000 "," 4,000 "," 1,550,000 "," 19,200 ",1.2%,,0.0%,," 10,592 ", 275 ,2.6%," 22,616 ", 5.7 
Beauty,DE,completed,awareness,EL_VOGUE_2024_001,Winter Skincare Week with Vogue DE,Estee Lauder,sessions,EUR,EL_VOGUE_GDN_RT_1,2024-12-10,2025-01-15,Google Display Network,DISPLAY,Responsive Display,image,,25-54,female,TRUE,,retargeting,cpc,0.33," 2,000 "," 2,000 "," 780,000 "," 9,850 ",1.3%,,0.0%,," 6,989 ", 147 ,2.1%," 10,188 ", 5.1 
Beauty,DE,completed,awareness,EL_VOGUE_2024_001,Winter Skincare Week with Vogue DE,Estee Lauder,sessions,EUR,EL_VOGUE_EMAIL_1,2024-12-01,2025-01-15,Salesforce Marketing Cloud,EMAIL,Inbox,html,,25-64,female,TRUE,,retargeting,flat," 2,000 "," 2,000 "," 2,000 ",,,,,," 116,600 "," 33,020 ", 961 ,2.9%," 81,186 ", 40.6 
Beauty,DE,completed,awareness,EL_VOGUE_2024_001,Winter Skincare Week with Vogue DE,Estee Lauder,sessions,EUR,EL_VOGUE_AWIN_1,2024-12-01,2025-01-15,Awin,AFFILIATE,Beauty Deal,image,,25-49,female,FALSE,winter_styles,prospecting,cpa,15," 1,000 "," 1,000 ",,,,,,," 2,400 ", 60 ,2.5%," 5,718 ", 5.7 
Beauty,DE,completed,awareness,EL_VOGUE_2024_001,Winter Skincare Week with Vogue DE,Estee Lauder,sessions,EUR,EL_VOGUE_VOGUE_1,2024-12-01,2025-01-15,Vogue,PR,Online,image,,25-54,female,FALSE,luxury_skin,PR,flat," 10,000 "," 10,000 "," 10,000 "," 8,500 ", 30 ,0.4%,,0.0%,,50%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_GG_2024_001,Garden Gourmet Spring Refresh Promotion,Nestle,roas,EUR,NS_GG_SEM_BR_1,2024-03-20,2024-04-30,Google,SEM,Search,text,brand,25-49,female,FALSE,plant_based,prospecting,cpc,0.95," 2,000 "," 2,000 "," 150,000 "," 1,650 ",1.1%,,0.0%,," 1,200 ", 116 ,9.7%," 1,983 ", 1.0 
Food & Beverage,DE,completed,conversion,NS_GG_2024_001,Garden Gourmet Spring Refresh Promotion,Nestle,roas,EUR,NS_GG_META_PR_1,2024-03-20,2024-04-25,Instagram,SOCIAL,Feed+Reels,video,,25-49,female,FALSE,sustainable_cooking,prospecting,cpc,0.6," 13,000 "," 13,000 "," 4,600,000 "," 22,500 ",0.5%," 720,000 ",15.7%,,72%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_GG_2024_001,Garden Gourmet Spring Refresh Promotion,Nestle,roas,EUR,NS_GG_YT_1,2024-03-25,2024-04-30,Youtube,DISPLAY,In-Stream,video,,25-49,female,FALSE,healthy_eating,prospecting,cpv,0.03," 6,000 "," 6,000 "," 2,000,000 "," 17,741 ",0.9%," 140,000 ",7.0%,,70%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_GG_2024_001,Garden Gourmet Spring Refresh Promotion,Nestle,roas,EUR,NS_GG_GDN_RT_1,2024-04-05,2024-04-30,Google Display Network,DISPLAY,Responsive Display,image,,25-49,female,TRUE,recipe_readers,retargeting,cpc,0.35," 3,000 "," 3,000 "," 950,000 "," 8,700 ",0.9%,,0.0%,,51%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_GG_2024_001,Garden Gourmet Spring Refresh Promotion,Nestle,roas,EUR,NS_GG_EMAIL_1,2024-03-20,2024-04-30,Salesforce Marketing Cloud,EMAIL,Inbox,html,,25-49,female,TRUE,,retargeting,flat," 2,000 "," 2,000 "," 2,000 ",,,,,," 9,600 "," 2,900 ", 298 ,10.3%," 5,358 ", 2.7 
Food & Beverage,DE,completed,conversion,NS_GG_2024_001,Garden Gourmet Spring Refresh Promotion,Nestle,roas,EUR,NS_GG_AWIN_1,2024-03-20,2024-04-30,Awin,AFFILIATE,Review+Deal,image,,25-49,female,FALSE,vegan_lifestyle,prospecting,cpa,29," 4,000 "," 4,000 ",,,,,,," 5,400 ", 635 ,11.8%," 12,894 ", 3.2 
Food & Beverage,DE,completed,consideration,NS_MAG_2024_001,Maggi Autumn Wellness Program,Nestle,roas,EUR,NS_MAG_SEM_BR_1,2024-10-05,2024-11-10,Google,SEM,Search,text,brand,25-49,female,FALSE,cozy_meals,prospecting,cpc,0.85," 6,000 "," 6,000 "," 420,000 "," 7,200 ",1.7%,,0.0%,," 3,850 ", 184 ,4.8%," 4,145 ", 0.7 
Food & Beverage,DE,completed,consideration,NS_MAG_2024_001,Maggi Autumn Wellness Program,Nestle,roas,EUR,NS_MAG_META_PR_1,2024-10-05,2024-11-05,Instagram,SOCIAL,Feed+Reels,video,,25-49,female,FALSE,comfort_food,prospecting,cpc,0.65," 9,000 "," 9,000 "," 3,950,000 "," 36,100 ",0.9%," 980,000 ",24.8%,,60%, - ,0.0%, - , - 
Food & Beverage,DE,completed,consideration,NS_MAG_2024_001,Maggi Autumn Wellness Program,Nestle,roas,EUR,NS_MAG_GDN_RT_1,2024-10-15,2024-11-10,Google Display Network,DISPLAY,Responsive Display,image,,25-49,female,TRUE,comfort_home,retargeting,cpc,0.32," 7,000 "," 7,000 "," 2,450,000 "," 22,400 ",0.9%,,0.0%,,70%, - ,0.0%, - , - 
Food & Beverage,DE,completed,consideration,NS_MAG_2024_001,Maggi Autumn Wellness Program,Nestle,roas,EUR,NS_MAG_EMAIL_1,2024-10-05,2024-11-10,Salesforce Marketing Cloud,EMAIL,Inbox,html,,25-64,female,TRUE,-,retargeting,flat," 2,000 "," 2,000 "," 2,000 ",,,,,," 9,500 "," 2,600 ", 139 ,5.3%," 3,072 ", 1.5 
Food & Beverage,DE,completed,consideration,NS_MAG_2024_001,Maggi Autumn Wellness Program,Nestle,roas,EUR,NS_MAG_AWIN_1,2024-10-05,2024-11-10,Awin,AFFILIATE,Recipe+Deal,image,,25-64,all,FALSE,autumn_recipes,prospecting,cpa,28," 6,000 "," 6,000 ",,,,,,," 7,200 ", 430 ,6.0%," 10,049 ", 1.7 
Food & Beverage,DE,completed,conversion,NS_NESC_2024_001,Nescafé Winter Warmth Campaign,Nestle,roas,EUR,NS_NESC_SEM_BR_1,2024-12-01,2024-12-31,Google,SEM,Search,text,brand,25-49,all,FALSE,winter_coffee,prospecting,cpc,1.05," 6,000 "," 6,000 "," 420,000 "," 5,200 ",1.2%,,0.0%,," 3,600 ", 216 ,6.0%," 3,942 ", 0.7 
Food & Beverage,DE,completed,conversion,NS_NESC_2024_001,Nescafé Winter Warmth Campaign,Nestle,roas,EUR,NS_NESC_SEM_GEN_1,2024-12-01,2024-12-31,Google,SEM,Search,text,generic,25-49,all,FALSE,instant_coffee,prospecting,cpc,1.15," 4,000 "," 4,000 "," 300,000 "," 3,500 ",1.2%,,0.0%,," 2,400 ", 174 ,7.3%," 3,185 ", 0.8 
Food & Beverage,DE,completed,conversion,NS_NESC_2024_001,Nescafé Winter Warmth Campaign,Nestle,roas,EUR,NS_NESC_META_PR_1,2024-12-01,2024-12-28,Instagram,SOCIAL,Feed+Reels,video,,25-49,all,FALSE,cozy_home_vibes,prospecting,cpc,0.72," 6,000 "," 6,000 "," 2,150,000 "," 18,800 ",0.9%," 460,000 ",21.4%,,63%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_NESC_2024_001,Nescafé Winter Warmth Campaign,Nestle,roas,EUR,NS_NESC_META_RT_1,2024-12-10,2024-12-31,Instagram,SOCIAL,IG/FB Feed+Stories,video,,25-49,all,TRUE,coffee_lovers,retargeting,cpc,0.85," 4,000 "," 4,000 "," 820,000 "," 9,100 ",1.1%," 310,000 ",37.8%,,64%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_NESC_2024_001,Nescafé Winter Warmth Campaign,Nestle,roas,EUR,NS_NESC_EMAIL_1,2024-12-01,2024-12-31,Salesforce Marketing Cloud,EMAIL,Inbox,html,,25-64,all,TRUE,,retargeting,flat," 2,000 "," 2,000 "," 2,000 ",,,,,," 9,200 "," 2,600 ", 160 ,6.2%," 3,105 ", 1.6 
Food & Beverage,DE,completed,conversion,NS_NESC_2024_001,Nescafé Winter Warmth Campaign,Nestle,roas,EUR,NS_NESC_GDN_PR_1,2024-12-05,2024-12-31,Google Display Network,DISPLAY,Responsive Display,image,,25-49,all,FALSE,winter_meals,prospecting,cpc,0.38," 6,000 "," 6,000 "," 2,500,000 "," 21,000 ",0.8%,,0.0%,,52%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_NESC_2024_001,Nescafé Winter Warmth Campaign,Nestle,roas,EUR,NS_NESC_GDN_RT_1,2024-12-12,2024-12-31,Google Display Network,DISPLAY,Responsive Display,image,,25-49,all,TRUE,coffee_restock,retargeting,cpc,0.42," 3,000 "," 3,000 "," 950,000 "," 8,800 ",0.9%,,0.0%,,61%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_NESC_2024_001,Nescafé Winter Warmth Campaign,Nestle,roas,EUR,NS_NESC_CRITEO_RT_1,2024-12-12,2024-12-31,Criteo,DISPLAY,Dynamic Retargeting,image,,25-49,all,TRUE,site_visitors,retargeting,cpc,0.55," 2,000 "," 2,000 "," 380,000 "," 5,100 ",1.3%,,0.0%,," 2,600 ", 190 ,7.3%," 4,466 ", 2.2 
Food & Beverage,DE,completed,conversion,NS_NESC_2024_001,Nescafé Winter Warmth Campaign,Nestle,roas,EUR,NS_NESC_AWIN_1,2024-12-01,2024-12-31,Awin,AFFILIATE,Review+Deal,image,,25-49,all,FALSE,winter_deals,prospecting,cpa,29," 7,000 "," 7,000 ",,,,,,," 6,600 ", 491 ,7.4%," 10,630 ", 1.5 
Food & Beverage,DE,completed,conversion,NS_NESQ_2024_001,Nesquik Back to School Nutrition,Nestle,roas,EUR,NS_NESQ_SEM_BR_1,2024-08-10,2024-09-20,Google,SEM,Search,text,brand,25-45,all,FALSE,nesquik_kids,prospecting,cpc,1.05," 5,000 "," 5,000 "," 420,000 "," 5,100 ",1.2%,,0.0%,," 3,600 ", 189 ,5.3%," 4,456 ", 0.9 
Food & Beverage,DE,completed,conversion,NS_NESQ_2024_001,Nesquik Back to School Nutrition,Nestle,roas,EUR,NS_NESQ_SEM_GEN_1,2024-08-10,2024-09-20,Google,SEM,Search,text,generic,25-45,all,FALSE,back_to_school,prospecting,cpc,1.15," 3,000 "," 3,000 "," 300,000 "," 3,500 ",1.2%,,0.0%,," 2,100 ", 122 ,5.8%," 2,416 ", 0.8 
Food & Beverage,DE,completed,conversion,NS_NESQ_2024_001,Nesquik Back to School Nutrition,Nestle,roas,EUR,NS_NESQ_META_PR_1,2024-08-10,2024-09-10,Instagram,SOCIAL,Feed+Reels,video,,25-45,female,FALSE,kids_snacks,prospecting,cpc,0.7," 7,000 "," 7,000 "," 3,800,000 "," 33,000 ",0.9%," 950,000 ",25.0%,,61%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_NESQ_2024_001,Nesquik Back to School Nutrition,Nestle,roas,EUR,NS_NESQ_META_RT_1,2024-08-20,2024-09-20,Instagram,SOCIAL,IG/FB Feed+Stories,video,,25-45,female,TRUE,,retargeting,cpc,0.85," 3,000 "," 3,000 "," 1,350,000 "," 11,500 ",0.9%," 390,000 ",28.9%,,72%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_NESQ_2024_001,Nesquik Back to School Nutrition,Nestle,roas,EUR,NS_NESQ_EMAIL_1,2024-08-10,2024-09-20,Salesforce Marketing Cloud,EMAIL,Inbox,html,,25-64,all,TRUE,,retargeting,flat," 2,000 "," 2,000 "," 2,000 ",,,,,," 9,200 "," 2,600 ", 142 ,5.5%," 2,702 ", 1.4 
Food & Beverage,DE,completed,conversion,NS_NESQ_2024_001,Nesquik Back to School Nutrition,Nestle,roas,EUR,NS_NESQ_GDN_PR_1,2024-08-12,2024-09-20,Google Display Network,DISPLAY,Responsive Display,image,,25-45,all,FALSE,breakfast_ideas,prospecting,cpc,0.4," 4,000 "," 4,000 "," 2,450,000 "," 21,500 ",0.9%,,0.0%,,65%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_NESQ_2024_001,Nesquik Back to School Nutrition,Nestle,roas,EUR,NS_NESQ_GDN_RT_1,2024-08-20,2024-09-20,Google Display Network,DISPLAY,Responsive Display,image,,25-45,all,TRUE,healthy_snacks,retargeting,cpc,0.48," 2,000 "," 2,000 "," 900,000 "," 9,000 ",1.0%,,0.0%,,66%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_NESQ_2024_001,Nesquik Back to School Nutrition,Nestle,roas,EUR,NS_NESQ_CRITEO_RT_1,2024-08-20,2024-09-20,Criteo,DISPLAY,Dynamic Retargeting,image,,25-45,all,TRUE,site_visitors,retargeting,cpc,0.55," 2,000 "," 2,000 "," 350,000 "," 5,200 ",1.5%,,0.0%,," 2,600 ", 152 ,5.8%," 2,815 ", 1.4 
Food & Beverage,DE,completed,conversion,NS_NESQ_2024_001,Nesquik Back to School Nutrition,Nestle,roas,EUR,NS_NESQ_AWIN_1,2024-08-10,2024-09-20,Awin,AFFILIATE,Review+Deal,image,,25-49,all,FALSE,back_to_school_deals,prospecting,cpa,30," 7,000 "," 7,000 ",,,,,,," 6,200 ", 308 ,5.0%," 5,995 ", 0.9 
Food & Beverage,DE,completed,awareness,NS_FIT_2024_001,Nestle Fitness Healthy Start Challenge,Nestle,sessions,EUR,NS_FIT_SEM_BR_1,2024-02-01,2024-03-15,Google,SEM,Search,text,brand,25-49,female,FALSE,healthy_breakfast,prospecting,cpc,0.95," 12,000 "," 12,000 "," 820,000 "," 9,100 ",1.1%,,0.0%,," 5,800 ", 272 ,4.7%," 4,667 ", 0.4 
Food & Beverage,DE,completed,awareness,NS_FIT_2024_001,Nestle Fitness Healthy Start Challenge,Nestle,sessions,EUR,NS_FIT_SEM_GEN_1,2024-02-01,2024-03-15,Google,SEM,Search,text,generic,25-49,female,FALSE,cereal_choices,prospecting,cpc,1.28," 8,000 "," 8,000 "," 550,000 "," 6,000 ",1.1%,,0.0%,," 4,200 ", 197 ,4.7%," 4,133 ", 0.5 
Food & Beverage,DE,completed,awareness,NS_FIT_2024_001,Nestle Fitness Healthy Start Challenge,Nestle,sessions,EUR,NS_FIT_META_PR_1,2024-02-01,2024-03-08,Instagram,SOCIAL,Feed+Reels,video,,25-49,female,FALSE,wellness_content,prospecting,cpc,0.68," 60,000 "," 60,000 "," 21,000,000 "," 162,500 ",0.8%," 5,200,000 ",24.8%,,69%, - ,0.0%, - , - 
Food & Beverage,DE,completed,awareness,NS_FIT_2024_001,Nestle Fitness Healthy Start Challenge,Nestle,sessions,EUR,NS_FIT_META_RT_1,2024-02-15,2024-03-15,Instagram,SOCIAL,IG/FB Feed+Stories,video,,25-49,female,TRUE,healthy_lifestyle,retargeting,cpc,0.85," 25,000 "," 25,000 "," 6,600,000 "," 64,000 ",1.0%," 1,850,000 ",28.0%,,62%, - ,0.0%, - , - 
Food & Beverage,DE,completed,awareness,NS_FIT_2024_001,Nestle Fitness Healthy Start Challenge,Nestle,sessions,EUR,NS_FIT_YT_1,2024-02-05,2024-03-15,YouTube,DISPLAY,In-Stream,video,,25-49,female,FALSE,morning_energy,prospecting,cpv,0.03," 25,000 "," 25,000 "," 9,700,000 "," 104,101 ",1.1%," 485,000 ",5.0%,,57%, - ,0.0%, - , - 
Food & Beverage,DE,completed,awareness,NS_FIT_2024_001,Nestle Fitness Healthy Start Challenge,Nestle,sessions,EUR,NS_FIT_GDN_RT_1,2024-02-18,2024-03-15,Google Display Network,DISPLAY,Responsive Display,image,,25-49,female,TRUE,fitness_eaters,retargeting,cpc,0.4," 10,000 "," 10,000 "," 3,100,000 "," 28,000 ",0.9%,,0.0%,,51%, - ,0.0%, - , - 
Food & Beverage,DE,completed,awareness,NS_FIT_2024_001,Nestle Fitness Healthy Start Challenge,Nestle,sessions,EUR,NS_FIT_EMAIL_1,2024-02-01,2024-03-15,Salesforce Marketing Cloud,EMAIL,Inbox,html,,25-49,female,TRUE,,retargeting,flat," 5,000 "," 5,000 "," 5,000 ",,,,,," 18,500 "," 6,200 ", 272 ,4.4%," 5,776 ", 1.2 
Food & Beverage,DE,completed,awareness,NS_FIT_2024_001,Nestle Fitness Healthy Start Challenge,Nestle,sessions,EUR,NS_FIT_AFFILIATE_1,2024-02-01,2024-03-15,Awin,AFFILIATE,Review+Content,image,,25-49,all,FALSE,healthy_recipe_partners,prospecting,cpa,28," 5,000 "," 5,000 ",,,,,,," 9,200 ", 420 ,4.6%," 8,870 ", 1.8 
Food & Beverage,DE,completed,conversion,NS_VIT_2024_001,Vittel Summer Hydration Drive,Nestle,roas,EUR,NS_VIT_SEM_BR_1,2024-06-01,2024-07-15,Google,SEM,Search,text,brand,25-49,female,FALSE,stay_hydrated,prospecting,cpc,0.9," 3,000 "," 3,000 "," 210,000 "," 2,700 ",1.3%,,0.0%,," 1,900 ", 104 ,5.5%," 2,048 ", 0.7 
Food & Beverage,DE,completed,conversion,NS_VIT_2024_001,Vittel Summer Hydration Drive,Nestle,roas,EUR,NS_VIT_SEM_GEN_1,2024-06-01,2024-07-15,Google,SEM,Search,text,generic,25-49,female,FALSE,healthy_drinks,prospecting,cpc,1.1," 2,000 "," 2,000 "," 120,000 "," 1,800 ",1.5%,,0.0%,," 1,250 ", 45 ,3.6%, 836 , 0.4 
Food & Beverage,DE,completed,conversion,NS_VIT_2024_001,Vittel Summer Hydration Drive,Nestle,roas,EUR,NS_VIT_META_PR_1,2024-06-01,2024-07-10,Instagram,SOCIAL,Feed+Reels,video,,25-49,female,FALSE,water_balance,prospecting,cpc,0.65," 12,000 "," 12,000 "," 3,950,000 "," 23,500 ",0.6%," 860,000 ",21.8%,,61%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_VIT_2024_001,Vittel Summer Hydration Drive,Nestle,roas,EUR,NS_VIT_META_RT_1,2024-06-15,2024-07-15,Instagram,SOCIAL,IG/FB Feed+Stories,video,,25-49,female,TRUE,summer_outdoor,retargeting,cpc,0.82," 5,000 "," 5,000 "," 1,480,000 "," 14,000 ",0.9%," 430,000 ",29.1%,,63%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_VIT_2024_001,Vittel Summer Hydration Drive,Nestle,roas,EUR,NS_VIT_GDN_RT_1,2024-06-20,2024-07-15,Google Display Network,DISPLAY,Responsive Display,image,,25-49,female,TRUE,drink_more_water,retargeting,cpc,0.34," 11,000 "," 11,000 "," 1,550,000 "," 16,800 ",1.1%,,0.0%,,55%, - ,0.0%, - , - 
Food & Beverage,DE,completed,conversion,NS_VIT_2024_001,Vittel Summer Hydration Drive,Nestle,roas,EUR,NS_VIT_EMAIL_1,2024-06-01,2024-07-15,Salesforce Marketing Cloud,EMAIL,Inbox,html,,25-49,female,TRUE,,retargeting,flat," 2,000 "," 2,000 "," 2,000 ",,,,,," 9,400 "," 2,600 ", 102 ,3.9%," 1,966 ", 1.0 
Food & Beverage,DE,completed,conversion,NS_VIT_2024_001,Vittel Summer Hydration Drive,Nestle,roas,EUR,NS_VIT_AWIN_1,2024-06-01,2024-07-15,Awin,AFFILIATE,Deal+Coupon,image,,25-49,all,FALSE,seasonal_savings,prospecting,cpa,14," 5,000 "," 5,000 ",,,,,,," 3,500 ", 121 ,3.5%," 2,570 ", 0.5 
